nom,nombre_chambres,etoiles,note,nombre_avis,lien,iso,ecologique,green_leader,longitude,latitude,ville,pays,continent
NH Pamplona Iruña Park,213,4,4.5,866,https://www.nh-hotels.fr/hotel/nh-pamplona-iruna-park,non,oui,oui,-1.663592,42.811774,Pampelune,Espagne,Europe
NH Ciutat de Reus,84,4,4.0,431,https://www.nh-hotels.fr/hotel/nh-ciutat-de-reus,non,oui,oui,1.1140282 ,41.1614564,Reus,Espagne,Europe
NH Collection Santiago de Compostela,150,5,4.5,2025,https://www.nh-hotels.fr/hotel/nh-collection-santiago-de-compostela,non,non,non,-8.54395,42.88954,Saint Jacques de Compostelle,Espagne,Europe
NH Collection San Sebastián Aránzazu,180,4,4.5,2039,https://www.nh-hotels.fr/hotel/nh-collection-san-sebastian-aranzazu,oui,oui,oui,-2.007086,43.312891,Saint Sébastien,Espagne,Europe
NH Collection Salamanca Palacio de Castellanos,62,4,4.5,245,https://www.nh-hotels.fr/hotel/nh-collection-salamanca-palacio-de-castellanos,non,non,non,-5.66427,40.961,Salamanque,Espagne,Europe
NH Salamanca Puerta de la Catedral,37,4,4.5,1315,https://www.nh-hotels.fr/hotel/nh-salamanca-puerta-de-la-catedral,non,non,non,-5.666891,40.960588,Salamanque,Espagne,Europe
NH Tenerife,64,3,4.0,777,https://www.nh-hotels.fr/hotel/nh-tenerife,non,non,non,-16.248568,28.466331,Santa Cruz de Tenerife,Espagne,Europe
NH Ciudad de Santander,62,3,4.0,510,https://www.nh-hotels.fr/hotel/nh-ciudad-de-santander,non,oui,oui,-3.798762,43.465451,Santander,Espagne,Europe
NH Ciudad de Zaragoza,124,4,4.5,447,https://www.nh-hotels.fr/hotel/nh-ciudad-de-zaragoza,non,non,non,-0.881978,41.657755,Saragosse,Espagne,Europe
NH Collection Gran Hotel de Zaragoza,133,4,4.5,1495,https://www.nh-hotels.fr/hotel/nh-collection-gran-hotel-de-zaragoza,oui,oui,oui,-0.88147,41.649154,Saragosse,Espagne,Europe
NH Sport,64,3,3.5,532,https://www.nh-hotels.fr/hotel/nh-sport,non,non,non,-0.895415,41.649838,Saragosse,Espagne,Europe
NH Collection Sevilla,252,4,4.5,2609,https://www.nh-hotels.fr/hotel/nh-collection-sevilla,oui,oui,oui,-5.976262,37.374932,Séville,Espagne,Europe
NH Sevilla Plaza de Armas,262,4,4.0,3315,https://www.nh-hotels.fr/hotel/nh-sevilla-plaza-de-armas,oui,oui,non,-6.00229,37.392391,Séville,Espagne,Europe
NH Ciudad de Valencia,149,3,4.0,1354,https://www.nh-hotels.fr/hotel/nh-ciudad-de-valencia,non,non,non,-0.3432414,39.4631124,Valence,Espagne,Europe
NH Collection Valencia Colón,47,4,4.5,148,https://www.nh-hotels.fr/hotel/nh-collection-valencia-colon,non,non,non,-0.3746369,39.4684459,Valence,Espagne,Europe
NH Valencia Center,192,4,4.0,2060,https://www.nh-hotels.fr/hotel/nh-valencia-center,non,non,non,-0.387418,39.481173,Valence,Espagne,Europe
NH Valencia Las Artes,174,4,4.0,1726,https://www.nh-hotels.fr/hotel/nh-valencia-las-artes,non,non,non,-0.35727,39.455795,Valence,Espagne,Europe
NH Valencia Las Ciencias,121,3,3.5,1160,https://www.nh-hotels.fr/hotel/nh-valencia-las-ciencias,non,non,non,-0.357571,39.455414,Valence,Espagne,Europe
NH Ciudad de Valladolid,80,4,4.0,647,https://www.nh-hotels.fr/hotel/nh-ciudad-de-valladolid,non,non,non,-4.73691 ,41.657074,Valladolid,Espagne,Europe
NH Valladolid Bálago,120,4,4.0,737,https://www.nh-hotels.fr/hotel/nh-valladolid-balago,non,non,non,-4.740815,41.657442,Valladolid,Espagne,Europe
NH Collection Vigo,108,4,4.5,1353,https://www.nh-hotels.fr/hotel/nh-collection-vigo,non,non,non,-8.71842,42.23728,Vigo,Espagne,Europe
NH Canciller Ayala Vitoria,173,4,4.0,2123,https://www.nh-hotels.fr/hotel/nh-canciller-ayala-vitoria,non,non,non,-2.676694,42.843374,Vitoria,Espagne,Europe
NH Zamora Palacio del Duero,49,4,4.0,835,https://www.nh-hotels.fr/hotel/nh-zamora-palacio-del-duero,non,non,non,-5.74415,41.50127,Zamora,Espagne,Europe
NH Lyon Airport,245,4,4.0,1506,https://www.nh-hotels.fr/hotel/nh-lyon-airport,non,oui,oui,5.0783341,45.7191651,Lyon,France,Europe
NH Collection Marseille,176,4,4.5,467,https://www.nh-hotels.fr/hotel/nh-collection-marseille,non,non,non,5.3697413,43.30212,Marseille,France,Europe
nhow Marseille,150,4,,,https://www.nh-hotels.fr/hotel/nhow-marseille,non,non,non,5.368500,43.268758,Marseille,France,Europe
NH Nice,152,4,4.0,1527,https://www.nh-hotels.fr/hotel/nh-nice,non,oui,oui,7.282784,43.707749,Nice,France,Europe
NH Toulouse Airport,148,4,4.5,144,https://www.nh-hotels.fr/hotel/nh-toulouse-airport,non,non,non,1.3741409,43.630165,Toulouse,France,Europe
Anantara New York Palace Budapest Hotel,185,5,4.5,4320,https://www.nh-hotels.fr/hotel/anantara-new-york-palace-budapest-hotel,non,non,non,19.070432,47.498532,Budapest,Hongrie,Europe
NH Budapest City,160,4,4.0,2015,https://www.nh-hotels.fr/hotel/nh-budapest-city,non,non,non,19.0519666671752,47.5128964439,Budapest,Hongrie,Europe
NH Collection Budapest City Center,138,5,4.0,944,https://www.nh-hotels.fr/hotel/nh-collection-budapest-city-center,non,non,non,19.072108,47.498401,Budapest,Hongrie,Europe
The Marker Hotel,187,5,4.5,4639,https://www.nh-hotels.fr/hotel/the-marker-hotel,non,non,non,-6.239048,53.344406,Dublin,Irlande,Europe
NH Ancona,89,4,3.5,1314,https://www.nh-hotels.fr/hotel/nh-ancona,non,non,non,13.5066,43.615915,Ancône,Italie,Europe
NH Bergamo,88,4,4.0,1260,https://www.nh-hotels.fr/hotel/nh-bergamo,oui,oui,oui,9.67172384262085,45.69163473274533,Bergame,Italie,Europe
NH Orio al Serio,118,4,4.0,1496,https://www.nh-hotels.fr/hotel/nh-orio-al-serio,oui,oui,oui,9.697875380516052,45.66393267476575,Bergame,Italie,Europe
NH Bologna Villanova,209,4,4.0,922,https://www.nh-hotels.fr/hotel/nh-bologna-villanova,oui,oui,oui,11.418044,44.490689,Bologne,Italie,Europe
NH Bologna de la Gare,156,4,4.0,2226,https://www.nh-hotels.fr/hotel/nh-bologna-de-la-gare,oui,oui,oui,11.344547867774963,44.50329680069119,Bologne,Italie,Europe
NH Caltagirone Villa San Mauro,91,4,4.0,522,https://www.nh-hotels.fr/hotel/nh-caltagirone-villa-san-mauro,non,non,non,14.51308889,37.22282778,Caltagirone,Italie,Europe
NH Catania Centro,128,4,4.0,1403,https://www.nh-hotels.fr/hotel/nh-catania-centro,oui,oui,oui,15.089018940925598,37.51372148575241,Catane,Italie,Europe
NH Catania Parco Degli Aragonesi,124,4,4.0,1491,https://www.nh-hotels.fr/hotel/nh-catania-parco-degli-aragonesi,oui,oui,oui,15.082941055297852,37.47682493702578,Catane,Italie,Europe
NH Collection Grand Hotel Convento di Amalfi,53,5,4.5,1447,https://www.nh-hotels.fr/hotel/nh-collection-grand-hotel-convento-di-amalfi,oui,oui,oui,14.597408,40.633203,Côte Amalfitaine,Italie,Europe
NH Collection Firenze Palazzo Gaddi,86,4,4.0,1194,https://www.nh-hotels.fr/hotel/nh-collection-firenze-palazzo-gaddi,non,non,non,11.2514476,43.7741713,Florence,Italie,Europe
NH Collection Firenze Porta Rossa,70,5,4.5,2604,https://www.nh-hotels.fr/hotel/nh-collection-firenze-porta-rossa,oui,oui,non,11.25198483467102,43.77011763832277,Florence,Italie,Europe
NH Firenze,152,4,4.5,1586,https://www.nh-hotels.fr/hotel/nh-firenze,oui,oui,oui,11.237106621265411,43.77567816161452,Florence,Italie,Europe
NH Collection Genova Marina,140,4,4.5,3150,https://www.nh-hotels.fr/hotel/nh-collection-genova-marina,oui,oui,oui,8.926445245742797,44.4110068197871,Gênes,Italie,Europe
NH Genova Centro,141,4,4.0,940,https://www.nh-hotels.fr/hotel/nh-genova-centro,oui,oui,non,8.93811285495758,44.41085737124408,Gênes,Italie,Europe
NH La Spezia,110,4,3.5,1485,https://www.nh-hotels.fr/hotel/nh-la-spezia,oui,oui,non,9.82776403427124,44.106641507006145,La Spezia ,Italie,Europe
NH Lecco Pontevecchio,111,4,4.5,1545,https://www.nh-hotels.fr/hotel/nh-lecco-pontevecchio,oui,oui,oui,9.392859935760498,45.848636762319565,"Lecco, Lac de Côme",Italie,Europe
NH Collection Milano Porta Nuova,100,4,4.5,146,https://www.nh-hotels.fr/hotel/nh-collection-milano-porta-nuova,oui,oui,oui,9.19182300567,45.481287708,Milan,Italie,Europe
NH Collection Milano President,274,5,4.5,3307,https://www.nh-hotels.fr/hotel/nh-collection-milano-president,oui,oui,oui,9.197722,45.463112,Milan,Italie,Europe
NH Linate,67,4,4.0,649,https://www.nh-hotels.fr/hotel/nh-linate,non,oui,oui,9.288141,45.442121,Milan,Italie,Europe
NH Milano 2,143,4,4.0,932,https://www.nh-hotels.fr/hotel/nh-milano-2,non,oui,oui,9.267590045928955,45.50154951543162,Milan,Italie,Europe
NH Milano 2 Residence,134,4,4.0,272,https://www.nh-hotels.fr/hotel/nh-milano-2-residence,oui,oui,non,9.266678094863891,45.50057194157226,Milan,Italie,Europe
NH Milano Concordia,155,4,4.5,1409,https://www.nh-hotels.fr/hotel/nh-milano-concordia,oui,oui,oui,9.231074452400207,45.52404406297695,Milan,Italie,Europe
NH Milano Congress Centre,255,4,4.5,1401,https://www.nh-hotels.fr/hotel/nh-milano-congress-centre,non,non,non,9.149292,45.40096,Milan,Italie,Europe
NH Milano Fiera,398,4,4.0,1747,https://www.nh-hotels.fr/hotel/nh-milano-fiera,oui,oui,oui,9.07608,45.517399,Milan,Italie,Europe
NH Milano Machiavelli,103,4,4.0,1403,https://www.nh-hotels.fr/hotel/nh-milano-machiavelli,oui,non,oui,9.201807,45.47759,Milan,Italie,Europe
NH Milano Palazzo Moscova,65,4,4.5,197,https://www.nh-hotels.fr/hotel/nh-milano-palazzo-moscova,oui,oui,non,9.189869999999928 ,45.48079,Milan,Italie,Europe
NH Milano Touring,282,4,4.0,1722,https://www.nh-hotels.fr/hotel/nh-milano-touring,oui,oui,oui,9.196634888648986,45.47693204764046,Milan,Italie,Europe
nhow Milano,246,4,4.5,2597,https://www.nh-hotels.fr/hotel/nhow-milano,oui,oui,oui,9.160665936520381,45.451128416729254,Milan,Italie,Europe
NH Napoli Panorama,230,4,3.5,2911,https://www.nh-hotels.fr/hotel/nh-napoli-panorama,oui,oui,oui,14.252305,40.842441,Naples,Italie,Europe
NH Padova,190,4,4.0,2348,https://www.nh-hotels.fr/hotel/nh-padova,oui,oui,oui,11.8918,45.4128,Padoue,Italie,Europe
NH Palermo,157,4,3.5,1819,https://www.nh-hotels.fr/hotel/nh-palermo,oui,oui,oui,13.374996185302734,38.115304901923324,Palerme,Italie,Europe
NH Parma,120,4,4.5,1606,https://www.nh-hotels.fr/hotel/nh-parma,oui,oui,oui,10.328571,44.810174,Parme,Italie,Europe
NH Pisa,100,4,4.0,2459,https://www.nh-hotels.fr/hotel/nh-pisa,oui,oui,oui,10.399584174156189,43.708880922075245,Pise,Italie,Europe
NH Ravenna,84,4,4.0,1269,https://www.nh-hotels.fr/hotel/nh-ravenna,oui,oui,oui,12.20479130744934,44.41890405714706,Ravenne,Italie,Europe
Anantara Palazzo Naiadi Rome Hotel,238,5,4.5,3528,https://www.nh-hotels.fr/hotel/anantara-palazzo-naiadi-rome-hotel,non,non,non,12.4959643,41.9019385,Rome,Italie,Europe
NH Collection Roma Centro,258,4,4.0,2213,https://www.nh-hotels.fr/hotel/nh-collection-roma-centro,oui,oui,oui,12.468581,41.909507,Rome,Italie,Europe
NH Collection Roma Fori Imperiali,42,5,5.0,100,https://www.nh-hotels.fr/hotel/nh-collection-roma-fori-imperiali,non,non,non,12.484795,41.896123,Rome,Italie,Europe
NH Collection Roma Giustiniano,161,4,4.5,2962,https://www.nh-hotels.fr/hotel/nh-collection-roma-giustiniano,oui,oui,oui,12.465692460536956,41.906930311844874,Rome,Italie,Europe
NH Collection Roma Palazzo Cinquecento,177,5,4.5,1266,https://www.nh-hotels.fr/hotel/nh-collection-roma-palazzo-cinquecento,oui,oui,oui,12.501661199999944,41.90252309999999,Rome,Italie,Europe
NH Collection Roma Vittorio Veneto,199,4,4.5,2656,https://www.nh-hotels.fr/hotel/nh-collection-roma-vittorio-veneto,oui,oui,oui,12.49022126197815,41.91017402593138,Rome,Italie,Europe
NH Roma Villa Carpegna,201,4,4.0,1792,https://www.nh-hotels.fr/hotel/nh-roma-villa-carpegna,oui,oui,oui,12.43886,41.892304,Rome,Italie,Europe
NH Savona Darsena,92,4,4.0,1533,https://www.nh-hotels.fr/hotel/nh-savona-darsena,oui,oui,oui,8.487523198127746,44.30882533205592,Savone,Italie,Europe
NH Siena,129,4,4.0,2033,https://www.nh-hotels.fr/hotel/nh-siena,oui,oui,oui,11.327328,43.322834,Sienne,Italie,Europe
NH Collection Taormina,63,5,4.5,1181,https://www.nh-hotels.fr/hotel/nh-collection-taormina,oui,oui,non,15.287338,37.85367,Taormine,Italie,Europe
NH Trento,89,4,4.5,1050,https://www.nh-hotels.fr/hotel/nh-trento,oui,oui,non,11.1147475,46.0590899,Trento,Italie,Europe
NH Trieste,173,4,4.0,2237,https://www.nh-hotels.fr/hotel/nh-trieste,oui,oui,non,13.771067261695861,45.655061820059586,Trieste,Italie,Europe
NH Collection Torino Piazza Carlina,160,4,4.5,1761,https://www.nh-hotels.fr/hotel/nh-collection-torino-piazza-carlina,non,non,non,7.6892899,45.0656512,Turin,Italie,Europe
NH Torino Centro,182,4,4.0,1791,https://www.nh-hotels.fr/hotel/nh-torino-centro,non,non,non,7.66528,45.067847,Turin,Italie,Europe
NH Torino Lingotto Congress,240,4,4.5,2174,https://www.nh-hotels.fr/hotel/nh-torino-lingotto-congress,non,non,non,7.666225,45.032349,Turin,Italie,Europe
NH Torino Santo Stefano,134,4,4.5,2204,https://www.nh-hotels.fr/hotel/nh-torino-santo-stefano,oui,oui,oui,7.6837992668151855,45.07412673883573,Turin,Italie,Europe
NH Collection Venezia Grand Hotel Palazzo dei Dogi,64,5,4.5,2014,https://www.nh-hotels.fr/hotel/nh-collection-venezia-grand-hotel-palazzo-dei-dogi,non,non,non,12.331022,45.446729,Venise,Italie,Europe
NH Collection Venezia Murano Villa,104,4,,,https://www.nh-hotels.fr/hotel/nh-collection-venezia-murano-villa,non,non,non,12.3569398,45.4538264,Venise,Italie,Europe
NH Venezia Laguna Palace,376,4,4.0,3197,https://www.nh-hotels.fr/hotel/nh-venezia-laguna-palace,oui,oui,oui,12.249197959899902,45.48148329147609,Venise,Italie,Europe
NH Venezia Rio Novo,144,4,4.5,559,https://www.nh-hotels.fr/hotel/nh-venezia-rio-novo,oui,oui,non,12.321113,45.435188,Venise,Italie,Europe
NH Venezia Santa Lucia,100,4,4.0,1950,https://www.nh-hotels.fr/hotel/nh-venezia-santa-lucia,non,non,non,12.32263043974224,45.44167359753979,Venise,Italie,Europe
NH Collection Palazzo Verona,70,5,,,https://www.nh-hotels.fr/hotel/nh-collection-palazzo-verona,non,non,non,10.9936514,45.4424905,Vérone,Italie,Europe
NH Bratislava Gate One,117,4,4.5,940,https://www.nh-hotels.fr/hotel/nh-bratislava-gate-one,non,non,non,17.177370,48.166278,Bratislava,Slovaquie,Europe
NH Luxembourg,149,4,3.5,927,https://www.nh-hotels.fr/hotel/nh-luxembourg,non,oui,oui,6.21843,49.637051,Luxembourg,Luxembourg,Europe
NH Amersfoort,114,4,4.5,1128,https://www.nh-hotels.fr/hotel/nh-amersfoort,non,oui,oui,5.379722714424133,52.154306891867115,Amersfoort,Pays-Bas,Europe
NH Amsterdam Caransa,66,4,4.0,1209,https://www.nh-hotels.fr/hotel/nh-amsterdam-caransa,non,oui,oui,4.8973,52.36625,Amsterdam,Pays-Bas,Europe
NH Amsterdam Centre,237,4,4.0,3357,https://www.nh-hotels.fr/hotel/nh-amsterdam-centre,non,oui,oui,4.879558,52.363156,Amsterdam,Pays-Bas,Europe
NH Amsterdam Museum Quarter,163,4,4.0,2391,https://www.nh-hotels.fr/hotel/nh-amsterdam-museum-quarter,non,oui,oui,4.88632,52.35571,Amsterdam,Pays-Bas,Europe
NH Amsterdam Noord,290,4,4.0,934,https://www.nh-hotels.fr/hotel/nh-amsterdam-noord,non,oui,oui,4.91063,52.39189,Amsterdam,Pays-Bas,Europe
NH Amsterdam Schiller,94,4,4.0,1973,https://www.nh-hotels.fr/hotel/nh-amsterdam-schiller,non,oui,oui,4.896989,52.3658486,Amsterdam,Pays-Bas,Europe
NH Amsterdam Schiphol Airport,419,4,4.0,2659,https://www.nh-hotels.fr/hotel/nh-amsterdam-schiphol-airport,non,oui,oui,4.72404,52.28881,Amsterdam,Pays-Bas,Europe
NH Amsterdam Zuid,213,4,4.0,1579,https://www.nh-hotels.fr/hotel/nh-amsterdam-zuid,non,oui,oui,4.879885,52.326687,Amsterdam,Pays-Bas,Europe
NH City Centre Amsterdam,213,4,4.0,2050,https://www.nh-hotels.fr/hotel/nh-city-centre-amsterdam,non,oui,non,4.88892,52.36972,Amsterdam,Pays-Bas,Europe
NH Collection Amsterdam Barbizon Palace,274,5,4.5,1780,https://www.nh-hotels.fr/hotel/nh-collection-amsterdam-barbizon-palace,non,oui,oui,4.9004774,52.3765471,Amsterdam,Pays-Bas,Europe
NH Collection Amsterdam Doelen,81,5,4.5,995,https://www.nh-hotels.fr/hotel/nh-collection-amsterdam-doelen,non,oui,non,4.89586,52.36836,Amsterdam,Pays-Bas,Europe
NH Collection Amsterdam Flower Market,233,4,4.0,195,https://www.nh-hotels.fr/hotel/nh-collection-amsterdam-flower-market,non,oui,oui,4.893101,52.366261,Amsterdam,Pays-Bas,Europe
NH Collection Amsterdam Grand Hotel Krasnapolsky,451,5,4.5,3841,https://www.nh-hotels.fr/hotel/nh-collection-amsterdam-grand-hotel-krasnapolsky,non,oui,oui,4.89409,52.37267,Amsterdam,Pays-Bas,Europe
nhow Amsterdam RAI,650,4,4.5,54,https://www.nh-hotels.fr/hotel/nhow-amsterdam-rai,non,non,non,4.891107,52.338489,Amsterdam,Pays-Bas,Europe
NH Arnhem Rijnhotel,68,4,4.0,932,https://www.nh-hotels.fr/hotel/nh-arnhem-rijnhotel,non,oui,oui,5.884622,51.983662,Arnhem,Pays-Bas,Europe
NH Bussum Jan Tabak,84,4,4.5,301,https://www.nh-hotels.fr/hotel/nh-bussum-jan-tabak,non,oui,oui,5.17945,52.28297,Bussum,Pays-Bas,Europe
NH Capelle,105,4,4.0,700,https://www.nh-hotels.fr/hotel/nh-capelle,non,oui,oui,4.56252,51.95779,Capelle aan den IJssel,Pays-Bas,Europe
NH Collection Eindhoven Centre,132,5,4.5,472,https://www.nh-hotels.fr/hotel/nh-collection-eindhoven-centre,non,oui,non,5.480375,51.440553,Eindhoven,Pays-Bas,Europe
NH Eindhoven Conference Centre Koningshof,509,4,4.0,1317,https://www.nh-hotels.fr/hotel/nh-eindhoven-conference-centre-koningshof,non,oui,oui,5.38622,51.39309,Eindhoven,Pays-Bas,Europe
NH Groningen,127,4,4.0,1032,https://www.nh-hotels.fr/hotel/nh-groningen,non,oui,oui,6.57613,53.22047,Groningue,Pays-Bas,Europe
NH Groningen Hotel de Ville,66,4,4.0,780,https://www.nh-hotels.fr/hotel/nh-groningen-hotel-de-ville,non,oui,oui,6.563801,53.22002,Groningue,Pays-Bas,Europe
NH Atlantic Den Haag,152,4,4.0,1740,https://www.nh-hotels.fr/hotel/nh-atlantic-den-haag,non,oui,oui,4.221604,52.069733,La Haye,Pays-Bas,Europe
NH Den Haag,205,4,4.0,1719,https://www.nh-hotels.fr/hotel/nh-den-haag,non,oui,oui,4.33801,52.07892,La Haye,Pays-Bas,Europe
NH Maastricht,275,4,4.0,1748,https://www.nh-hotels.fr/hotel/nh-maastricht,non,oui,non,5.713914799999998,50.8378081,Maastricht,Pays-Bas,Europe
NH Naarden,128,4,3.5,567,https://www.nh-hotels.fr/hotel/nh-naarden,non,oui,oui,5.141868,52.309268,Naarden,Pays-Bas,Europe
NH Noordwijk Conference Centre Leeuwenhorst,513,4,4.0,2440,https://www.nh-hotels.fr/hotel/nh-noordwijk-conference-centre-leeuwenhorst,non,oui,oui,4.471998,52.252201,Noordwijkerhout,Pays-Bas,Europe
NH Veluwe Sparrenhorst,117,4,4.0,1179,https://www.nh-hotels.fr/hotel/nh-veluwe-sparrenhorst,non,oui,oui,5.799903,52.378812,Nunspeet,Pays-Bas,Europe
NH Atlanta Rotterdam,215,4,3.5,1539,https://www.nh-hotels.fr/hotel/nh-atlanta-rotterdam,non,oui,oui,4.4793,51.92124,Rotterdam,Pays-Bas,Europe
nhow Rotterdam,275,4,4.5,2389,https://www.nh-hotels.fr/hotel/nhow-rotterdam,non,oui,oui,4.488659,51.907017,Rotterdam,Pays-Bas,Europe
NH Centre Utrecht,47,3,4.0,733,https://www.nh-hotels.fr/hotel/nh-centre-utrecht,non,oui,oui,5.12205,52.09311,Utrecht,Pays-Bas,Europe
NH Utrecht,276,4,4.0,1207,https://www.nh-hotels.fr/hotel/nh-utrecht,non,oui,oui,5.105340,52.090190,Utrecht,Pays-Bas,Europe
NH Waalwijk,120,4,4.0,903,https://www.nh-hotels.fr/hotel/nh-waalwijk,non,oui,oui,5.057233,51.666045,Waalwijk,Pays-Bas,Europe
NH Zandvoort,216,4,4.0,1707,https://www.nh-hotels.fr/hotel/nh-zandvoort,non,oui,oui,4.533253,52.384840,Zandvoort,Pays-Bas,Europe
NH Zoetermeer,104,4,4.0,581,https://www.nh-hotels.fr/hotel/nh-zoetermeer,non,oui,oui,4.47708,52.04564,Zoetermeer,Pays-Bas,Europe
NH Poznan,93,4,4.0,516,https://www.nh-hotels.fr/hotel/nh-poznan,non,non,non,16.920811,52.406836,Poznan,Pologne,Europe
Anantara Vilamoura Algarve Resort,243,5,4.5,3992,https://www.nh-hotels.fr/hotel/anantara-vilamoura-algarve-resort,non,non,non,-8.1421119,37.1032338,Algarve,Portugal,Europe
The Residences at Victoria Algarve,97,5,4.5,851,https://www.nh-hotels.fr/hotel/the-residences-at-victoria-algarve,non,non,non,-8.1411991,37.1031707,Algarve,Portugal,Europe
Tivoli Carvoeiro Algarve Resort,248,5,4.0,4503,https://www.nh-hotels.fr/hotel/tivoli-carvoeiro-algarve-resort,oui,oui,non,-8.4709998,37.107142,Algarve,Portugal,Europe
Tivoli Lagos Algarve Resort,296,4,4.0,3941,https://www.nh-hotels.fr/hotel/tivoli-lagos-algarve-resort,non,non,non,-8.6783825,37.1057558,Algarve,Portugal,Europe
Tivoli Marina Portimão Algarve Resort,196,4,4.5,2847,https://www.nh-hotels.fr/hotel/tivoli-marina-portimao-algarve-resort,non,non,non,-8.528201,37.118784,Algarve,Portugal,Europe
Tivoli Marina Vilamoura Algarve Resort,383,5,4.5,6409,https://www.nh-hotels.fr/hotel/tivoli-marina-vilamoura-algarve-resort,non,non,non,-8.121821,37.074285,Algarve,Portugal,Europe
Tivoli Coimbra,100,4,4.0,1665,https://www.nh-hotels.fr/hotel/tivoli-coimbra,non,non,non,-8.433213,40.2142216,Coimbra,Portugal,Europe
Avani Avenida Liberdade Lisbon,119,4,4.5,499,https://www.nh-hotels.fr/hotel/avani-avenida-liberdade-lisbon,non,non,non,-9.147377,38.720390,Lisbonne,Portugal,Europe
NH Collection Lisboa Liberdade,83,4,4.5,829,https://www.nh-hotels.fr/hotel/nh-collection-lisboa-liberdade,non,non,non,-9.14474,38.720311,Lisbonne,Portugal,Europe
NH Lisboa Campo Grande,88,4,4.0,1173,https://www.nh-hotels.fr/hotel/nh-lisboa-campo-grande,non,non,non,-9.14942,38.74864,Lisbonne,Portugal,Europe
Tivoli Avenida Liberdade Lisboa,285,5,4.5,918,https://www.nh-hotels.fr/hotel/tivoli-avenida-liberdade-lisboa,non,non,non,-9.147017,38.721018,Lisbonne,Portugal,Europe
Tivoli Oriente Lisboa,279,4,4.0,4584,https://www.nh-hotels.fr/hotel/tivoli-oriente-lisboa,oui,oui,non,-9.1003908,38.7667034,Lisbonne,Portugal,Europe
NH Collection Porto Batalha,107,4,4.5,2276,https://www.nh-hotels.fr/hotel/nh-collection-porto-batalha,non,non,non,-8.6070039,41.1453972,Porto,Portugal,Europe
NH Porto Jardim,79,4,4.5,143,https://www.nh-hotels.fr/hotel/nh-porto-jardim,non,non,non,-8.6050136,41.1434066,Porto,Portugal,Europe
Tivoli Palácio de Seteais,30,5,4.5,1383,https://www.nh-hotels.fr/hotel/tivoli-palacio-de-seteais,non,non,non,-9.4004931,38.7961048,Sintra,Portugal,Europe
Tivoli Sintra,77,4,4.5,1025,https://www.nh-hotels.fr/hotel/tivoli-sintra,non,non,non,-9.391609,38.797498,Sintra,Portugal,Europe
NH Collection Olomouc Congress,137,4,4.5,671,https://www.nh-hotels.fr/hotel/nh-collection-olomouc-congress,non,non,non,17.246786,49.601206,Olomouc,République Tchèque,Europe
NH Collection Prague,136,4,4.5,106,https://www.nh-hotels.fr/hotel/nh-collection-prague,non,non,non,14.393941,50.0698308,Prague,République Tchèque,Europe
NH Collection Prague Carlo IV,152,5,4.5,3449,https://www.nh-hotels.fr/hotel/nh-collection-prague-carlo-iv,non,non,non,14.433888,50.086599,Prague,République Tchèque,Europe
NH Prague City,408,4,4.0,616,https://www.nh-hotels.fr/hotel/nh-prague-city,non,non,non,14.3950327,50.0712871,Prague,République Tchèque,Europe
NH Bucharest,76,4,4.5,1013,https://www.nh-hotels.fr/hotel/nh-bucharest,non,non,non,26.111866,44.429341,Bucarest,Roumanie,Europe
NH Timisoara,83,4,4.0,426,https://www.nh-hotels.fr/hotel/nh-timisoara,non,non,non,21.242057,45.754587,Timisoara,Roumanie,Europe
NH London Kensington,121,4,4.0,2026,https://www.nh-hotels.fr/hotel/nh-london-kensington,non,oui,oui,-0.19459650506423998,51.4950398698684,Londres,Royaume-Uni,Europe
nhow London,190,4,4.0,62,https://www.nh-hotels.fr/hotel/nhow-london,non,non,non,-0.0969623,51.5288976,Londres,Royaume-Uni,Europe
NH Geneva Airport,190,4,3.5,1327,https://www.nh-hotels.fr/hotel/nh-geneva-airport,non,oui,oui,6.085856,46.227764,Genève,Suisse,Europe
NH Geneva City,70,4,4.0,283,https://www.nh-hotels.fr/hotel/nh-geneva-city,non,non,non,6.127585,46.211862,Genève,Suisse,Europe
The Vyra Suites NH Collection Doha,228,5,,,https://www.nh-hotels.fr/hotel/the-vyra-suites-nh-collection-doha,non,non,non,51.5343847,25.3290827,Doha,Qatar,Médio Oriente
